DataPoint,UnixTime,SessionTime,Wheel_RPM_Left,Wheel_RPM_Right,Stroke1_mm,Stroke2_mm,GPS_Lat,GPS_Lng,GPS_Age,GPS_Course,GPS_Speed,IMU_AccelX,IMU_AccelY,IMU_AccelZ,IMU_GyroX,IMU_GyroY,IMU_GyroZ
697,1776426683857,130071,586.40,577.40,22.12,17.47,42.668795,-83.218747,60.00,304.25,50.08,-0.1510,-0.5700,1.0160,-0.0450,-0.1090,-0.2850
698,1776426684057,130271,583.10,572.60,22.29,16.71,42.668773,-83.218731,113.00,298.92,49.60,-0.2700,-0.6530,1.0370,0.0030,-0.1170,-0.3260
699,1776426684257,130471,574.80,563.10,22.66,16.21,42.668751,-83.218718,117.00,292.86,48.90,-0.3850,-0.7320,0.9690,0.0240,-0.0210,-0.3660
700,1776426684457,130671,565.40,551.40,22.94,15.50,42.668728,-83.218709,78.00,286.04,48.01,-0.4960,-0.8100,0.9770,-0.1210,0.0360,-0.4050
701,1776426684657,130871,553.80,539.30,22.71,14.93,42.668705,-83.218704,77.00,278.42,46.92,-0.6030,-0.8840,1.0270,-0.1530,0.1930,-0.4420
702,1776426684857,131071,537.90,523.70,23.93,15.40,42.668682,-83.218704,98.00,269.95,45.66,-0.7040,-0.9550,0.9800,0.0720,-0.1460,-0.4770
703,1776426685057,131271,522.20,506.80,22.99,13.84,42.668660,-83.218709,149.00,260.60,44.22,-0.7970,-1.0230,1.0420,-0.1110,0.1590,-0.5110
704,1776426685257,131471,504.90,487.50,23.05,13.39,42.668640,-83.218719,121.00,250.28,42.63,-0.8830,-1.0870,1.0210,0.1850,-0.1820,-0.5430
705,1776426685457,131671,485.30,466.50,23.28,12.91,42.668623,-83.218733,121.00,238.94,40.91,-0.9590,-1.1470,0.9510,0.1140,0.1590,-0.5730
706,1776426685458,131672,,,,,,,,,,,,,,,
707,1776426685658,131872,463.50,445.70,23.12,12.44,42.668608,-83.218751,129.00,226.48,39.06,-1.0270,-1.2030,1.0080,-0.0730,-0.0350,-0.6010
708,1776426685858,132072,442.80,421.90,23.06,11.88,42.668598,-83.218772,98.00,212.80,37.11,-1.0840,-1.2540,1.0100,-0.1060,0.1420,-0.6270
709,1776426686058,132272,417.90,397.50,23.34,11.54,42.668593,-83.218795,101.00,197.79,35.08,-1.1300,-1.3010,1.0100,0.0770,0.1730,-0.6510
710,1776426686258,132472,394.90,373.60,23.18,11.19,42.668593,-83.218818,112.00,181.30,32.98,-1.1640,-1.3440,0.9850,-0.0530,0.0530,-0.6720
711,1776426686458,132672,370.10,348.30,23.09,10.85,42.668597,-83.218838,146.00,163.18,30.84,-1.1880,-1.3810,0.9950,0.0140,0.0380,-0.6910
712,1776426686658,132872,344.20,322.80,23.10,10.75,42.668606,-83.218853,134.00,143.23,28.68,-1.1990,-1.4140,1.0190,0.1710,-0.0670,-0.7070
713,1776426686858,133072,320.50,296.90,22.94,10.56,42.668617,-83.218863,65.00,121.25,26.53,-1.1980,-1.4410,1.0480,-0.1150,-0.1490,-0.7210
714,1776426687058,133272,296.10,272.60,22.83,10.36,42.668629,-83.218864,69.00,96.97,24.39,-1.1850,-1.4640,0.9880,0.1310,-0.0590,-0.7320
715,1776426687258,133472,,,22.51,10.12,,,,,,,,,,,
716,1776426687259,133473,271.70,246.80,22.98,11.63,42.668640,-83.218859,82.00,70.10,22.30,-1.1610,-1.4810,1.0070,0.1110,-0.0410,-0.7400
717,1776426687459,133673,247.40,224.20,22.49,9.97,42.668646,-83.218849,63.00,40.32,20.28,-1.1250,-1.4920,0.9900,0.0070,0.1930,-0.7460
718,1776426687659,133873,224.70,201.30,22.26,10.04,42.668647,-83.218836,84.00,7.25,18.34,-1.0780,-1.4990,0.9730,0.0150,0.1030,-0.7490
719,1776426687859,134073,204.50,180.10,22.19,10.01,42.668643,-83.218827,106.00,330.48,16.51,-1.0190,-1.5000,1.0260,0.0630,-0.1270,-0.7500
720,1776426688059,134273,184.30,159.30,21.91,9.95,42.668636,-83.218823,89.00,289.57,14.79,-0.9510,-1.4950,0.9660,0.1360,0.0190,-0.7480
721,1776426688259,134473,165.40,141.40,21.89,10.12,42.668630,-83.218827,111.00,244.10,13.22,-0.8730,-1.4850,0.9790,-0.1560,-0.1390,-0.7430
722,1776426688459,134673,150.10,124.80,21.69,10.28,42.668629,-83.218835,74.00,193.70,11.81,-0.7870,-1.4700,0.9590,0.0580,0.0890,-0.7350
723,1776426688660,134874,134.90,111.40,21.42,10.32,42.668633,-83.218840,122.00,138.13,10.56,-0.6920,-1.4500,1.0170,0.1960,0.0120,-0.7250
724,1776426688860,135074,121.00,98.60,21.80,11.98,42.668637,-83.218839,107.00,77.42,9.49,-0.5910,-1.4240,0.9720,0.1990,0.1790,-0.7120
725,1776426688861,135075,,,,,,,,,,,,,,,
726,1776426689060,135274,,,20.83,10.79,,,,,,,,,,,
727,1776426689061,135275,111.70,89.30,21.85,12.18,42.668638,-83.218833,50.00,12.04,8.62,-0.4840,-1.3930,0.9770,0.0350,0.0070,-0.6970
728,1776426689261,135475,103.50,82.00,20.69,11.09,42.668635,-83.218830,82.00,302.97,7.95,-0.3720,-1.3580,1.0480,-0.1480,0.0250,-0.6790
729,1776426689461,135675,96.70,77.00,20.44,11.52,42.668632,-83.218834,76.00,231.85,7.49,-0.2560,-1.3170,1.0310,-0.1770,-0.0100,-0.6580
730,1776426689661,135875,94.70,75.00,20.37,11.89,42.668633,-83.218838,132.00,160.84,7.25,-0.1380,-1.2710,0.9690,0.1450,-0.1170,-0.6360
731,1776426689861,136075,93.30,74.90,19.96,12.20,42.668636,-83.218838,118.00,92.31,7.21,-0.0180,-1.2210,0.9890,0.0940,0.1490,-0.6110
732,1776426690061,136275,95.20,77.40,20.43,12.62,42.668638,-83.218834,81.00,28.46,7.40,0.1020,-1.1670,1.0240,0.0660,0.0870,-0.5840
733,1776426690261,136475,100.30,82.50,20.56,13.07,42.668636,-83.218829,63.00,330.90,7.79,0.2210,-1.1080,1.0180,-0.1770,-0.1940,-0.5540
734,1776426690461,136675,106.20,89.50,20.63,13.62,42.668632,-83.218828,141.00,280.52,8.40,0.3370,-1.0460,1.0450,0.1410,-0.1670,-0.5230
735,1776426690462,136676,,,,,,,,,,,,,,,
736,1776426690662,136876,115.70,98.50,20.90,14.09,42.668628,-83.218832,61.00,237.50,9.21,0.4510,-0.9790,0.9820,-0.1340,0.0710,-0.4900
737,1776426690862,137076,125.60,112.40,21.06,14.76,42.668627,-83.218838,74.00,201.48,10.22,0.5590,-0.9100,0.9760,0.0360,0.0560,-0.4550
738,1776426691062,137276,139.20,126.30,21.60,15.27,42.668627,-83.218846,61.00,171.81,11.41,0.6630,-0.8360,1.0100,-0.1870,-0.0440,-0.4180
739,1776426691262,137476,153.90,142.50,21.60,15.85,42.668631,-83.218853,77.00,147.74,12.78,0.7590,-0.7600,0.9750,-0.0770,-0.1220,-0.3800
740,1776426691462,137676,172.00,161.70,21.94,16.65,42.668636,-83.218859,79.00,128.46,14.30,0.8480,-0.6810,0.9510,0.1580,-0.1710,-0.3410
741,1776426691662,137876,190.90,180.20,22.15,17.25,42.668644,-83.218863,105.00,113.26,15.98,0.9290,-0.6000,1.0340,-0.0370,0.0070,-0.3000
742,1776426691862,138076,211.80,203.00,22.12,17.77,42.668652,-83.218866,136.00,101.51,17.78,1.0000,-0.5160,1.0420,0.0860,-0.1290,-0.2580
743,1776426692062,138276,232.40,225.20,22.25,18.61,42.668662,-83.218866,104.00,92.64,19.69,1.0610,-0.4310,0.9540,-0.0100,-0.1510,-0.2160
744,1776426692262,138476,255.50,250.00,22.49,19.24,42.668673,-83.218865,116.00,86.22,21.69,1.1120,-0.3440,0.9940,-0.1740,0.0250,-0.1720
745,1776426692462,138676,,,22.74,19.93,,,,,,,,,,,
746,1776426692463,138677,279.40,274.80,23.13,20.16,42.668685,-83.218863,97.00,81.86,23.76,1.1510,-0.2560,1.0120,0.1950,-0.1250,-0.1280
747,1776426692663,138877,302.20,300.20,22.79,20.73,42.668697,-83.218860,148.00,79.25,25.88,1.1790,-0.1670,0.9820,0.1370,-0.1200,-0.0830
748,1776426692863,139077,326.40,325.20,23.37,21.46,42.668711,-83.218856,58.00,78.14,28.03,1.1960,-0.0770,1.0430,0.0490,-0.1300,-0.0390
749,1776426693063,139277,351.10,351.40,23.08,22.01,42.668726,-83.218852,51.00,78.31,30.19,1.2000,0.0130,0.9590,0.0880,0.1620,0.0060
750,1776426693263,139477,375.00,376.20,23.05,22.82,42.668742,-83.218848,98.00,79.59,32.34,1.1920,0.1030,1.0000,0.1130,0.0440,0.0510
751,1776426693463,139677,398.80,401.70,23.15,23.61,42.668759,-83.218845,55.00,81.85,34.45,1.1730,0.1920,0.9740,-0.0900,0.0410,0.0960
752,1776426693664,139878,423.30,426.80,23.44,24.27,42.668777,-83.218842,61.00,84.97,36.51,1.1410,0.2810,0.9830,0.1140,-0.0730,0.1410
753,1776426693864,140078,445.40,449.70,23.31,25.00,42.668796,-83.218842,119.00,88.85,38.48,1.0990,0.3690,0.9540,0.0800,0.1310,0.1840
754,1776426694064,140278,465.10,473.30,23.51,25.74,42.668816,-83.218844,71.00,93.41,40.36,1.0450,0.4550,1.0070,-0.0210,-0.0500,0.2280
755,1776426694264,140478,486.50,495.20,23.13,26.22,42.668837,-83.218848,78.00,98.60,42.13,0.9810,0.5400,0.9580,0.0140,0.1040,0.2700
756,1776426694464,140678,503.30,515.00,23.30,27.02,42.668858,-83.218855,92.00,104.37,43.76,0.9070,0.6230,1.0040,0.1840,0.1940,0.3120
757,1776426694664,140878,520.20,531.40,23.26,27.61,42.668879,-83.218866,50.00,110.66,45.24,0.8240,0.7040,1.0080,0.1050,-0.0430,0.3520
758,1776426694864,141078,534.50,547.20,22.96,28.16,42.668900,-83.218880,59.00,117.46,46.56,0.7330,0.7820,1.0330,-0.1890,0.0190,0.3910
759,1776426695064,141278,547.70,561.60,23.13,28.83,42.668919,-83.218899,144.00,124.74,47.70,0.6340,0.8570,0.9800,-0.1720,-0.0220,0.4290
760,1776426695264,141478,558.90,574.00,22.98,29.49,42.668937,-83.218921,112.00,132.47,48.66,0.5290,0.9300,1.0180,-0.1970,0.1370,0.4650
761,1776426695464,141678,567.00,583.20,22.80,30.08,42.668953,-83.218947,133.00,140.65,49.41,0.4190,0.9990,1.0120,-0.1220,0.1590,0.4990
762,1776426695465,141679,,,,,,,,,,,,,,,
763,1776426695665,141879,573.40,589.00,22.52,30.49,42.668966,-83.218976,112.00,149.27,49.96,0.3050,1.0640,1.0250,0.0070,0.1350,0.5320
764,1776426695865,142079,576.70,594.20,22.39,30.98,42.668975,-83.219008,51.00,158.32,50.30,0.1870,1.1250,0.9920,-0.0510,0.1180,0.5630
765,1776426696065,142279,577.80,596.10,22.06,31.38,42.668980,-83.219042,127.00,167.82,50.42,0.0680,1.1830,0.9710,0.1680,0.0670,0.5910
766,1776426696265,142479,575.60,594.70,22.07,31.94,42.668981,-83.219076,138.00,177.76,50.32,-0.0520,1.2360,1.0390,-0.0210,0.1460,0.6180
767,1776426696465,142679,571.40,592.10,22.17,32.29,42.668978,-83.219109,56.00,188.15,50.02,-0.1710,1.2850,0.9920,0.0450,-0.1870,0.6420
768,1776426696665,142879,565.80,586.40,22.38,32.73,42.668970,-83.219141,69.00,199.02,49.49,-0.2890,1.3290,1.0070,-0.0370,-0.0450,0.6640
769,1776426696865,143079,556.30,577.60,23.57,31.51,42.668957,-83.219170,103.00,210.37,48.77,-0.4040,1.3680,0.9640,-0.1850,-0.0830,0.6840
770,1776426697065,143279,,,22.83,33.13,,,,,,,,,,,
771,1776426697066,143280,545.40,567.50,23.80,31.90,42.668941,-83.219194,107.00,222.24,47.84,-0.5150,1.4030,1.0040,0.1310,-0.1590,0.7010
772,1776426697266,143480,531.40,555.30,22.89,33.36,42.668922,-83.219212,86.00,234.64,46.72,-0.6200,1.4320,1.0200,-0.1040,-0.0280,0.7160
773,1776426697466,143680,516.60,539.40,22.98,33.71,42.668901,-83.219224,118.00,247.61,45.43,-0.7200,1.4560,1.0350,0.0450,-0.1960,0.7280
774,1776426697666,143880,499.40,523.10,22.95,33.82,42.668880,-83.219228,146.00,261.19,43.97,-0.8120,1.4750,0.9540,-0.0570,0.1070,0.7380
775,1776426697866,144080,481.70,503.80,23.09,34.00,42.668859,-83.219226,69.00,275.42,42.35,-0.8960,1.4890,0.9690,-0.0480,-0.0450,0.7440
776,1776426698066,144280,460.60,483.90,23.17,34.00,42.668840,-83.219216,93.00,290.34,40.60,-0.9710,1.4970,1.0070,0.1530,-0.1980,0.7490
777,1776426698266,144480,438.30,463.10,23.39,33.94,42.668824,-83.219200,134.00,306.01,38.74,-1.0370,1.5000,0.9980,0.1400,-0.1240,0.7500
778,1776426698466,144680,415.80,440.20,23.09,34.03,42.668813,-83.219181,119.00,322.49,36.77,-1.0920,1.4980,1.0240,-0.0500,-0.1710,0.7490
779,1776426698666,144880,391.60,415.60,23.17,33.88,42.668807,-83.219159,139.00,339.85,34.73,-1.1360,1.4900,0.9590,0.1610,0.0520,0.7450
780,1776426698866,145080,368.10,391.40,23.11,33.74,42.668806,-83.219137,119.00,358.16,32.62,-1.1690,1.4760,1.0440,-0.0770,-0.1810,0.7380
781,1776426698867,145081,,,,,,,,,,,,,,,
782,1776426699067,145281,342.90,366.60,23.16,33.68,42.668811,-83.219117,53.00,17.52,30.48,-1.1900,1.4580,0.9590,0.1060,-0.1200,0.7290
783,1776426699267,145481,318.30,341.00,22.99,33.45,42.668820,-83.219102,143.00,38.01,28.32,-1.2000,1.4340,0.9750,-0.1710,-0.1610,0.7170
784,1776426699467,145681,293.50,314.90,22.83,33.16,42.668831,-83.219093,60.00,59.74,26.17,-1.1970,1.4050,1.0020,0.1530,0.0010,0.7030
785,1776426699667,145881,268.90,290.20,22.95,32.99,42.668843,-83.219091,74.00,82.82,24.04,-1.1820,1.3710,1.0150,0.0450,0.1460,0.6860
786,1776426699867,146081,245.60,265.80,22.77,32.73,42.668853,-83.219095,113.00,107.37,21.96,-1.1560,1.3320,0.9920,0.0900,-0.0800,0.6660
787,1776426700067,146281,220.90,241.90,22.56,32.23,42.668861,-83.219104,102.00,133.51,19.95,-1.1180,1.2880,1.0220,-0.1490,-0.1170,0.6440
788,1776426700267,146481,200.30,219.00,22.30,31.95,42.668863,-83.219116,140.00,161.35,18.02,-1.0680,1.2400,1.0250,0.0390,0.1650,0.6200
789,1776426700467,146681,179.60,198.70,22.37,31.44,42.668862,-83.219127,62.00,190.99,16.21,-1.0090,1.1870,1.0460,-0.0010,-0.0150,0.5940
790,1776426700667,146881,,,21.84,30.96,,,,,,,,,,,
791,1776426700668,146882,159.20,178.80,22.56,29.83,42.668857,-83.219134,130.00,222.48,14.52,-0.9390,1.1300,1.0210,-0.0630,-0.0110,0.5650
792,1776426700868,147082,142.60,158.80,22.42,29.52,42.668851,-83.219136,70.00,255.83,12.97,-0.8590,1.0690,1.0140,-0.0020,0.1170,0.5340
793,1776426701068,147282,126.10,143.60,21.72,29.99,42.668845,-83.219133,121.00,290.90,11.58,-0.7710,1.0040,0.9700,-0.1450,-0.0720,0.5020
794,1776426701268,147482,112.40,127.80,21.56,29.56,42.668842,-83.219127,55.00,327.40,10.37,-0.6760,0.9350,0.9610,0.0210,-0.1240,0.4680
795,1776426701468,147682,102.70,114.80,21.28,28.98,42.668843,-83.219121,130.00,4.82,9.33,-0.5730,0.8630,0.9920,0.1880,0.1510,0.4320
796,1776426701668,147882,92.60,106.00,20.79,28.37,42.668846,-83.219117,150.00,42.35,8.50,-0.4650,0.7880,1.0190,0.1170,-0.1250,0.3940
797,1776426701868,148082,84.90,96.90,20.65,27.67,42.668850,-83.219116,147.00,78.90,7.86,-0.3530,0.7100,1.0450,-0.1980,0.1010,0.3550
798,1776426702068,148282,81.60,92.00,20.42,26.96,42.668853,-83.219118,68.00,113.15,7.44,-0.2360,0.6300,1.0430,0.0190,0.0840,0.3150
799,1776426702268,148482,79.10,88.20,20.25,26.30,42.668855,-83.219122,76.00,143.78,7.23,-0.1180,0.5470,1.0320,0.1020,-0.1750,0.2730
800,1776426702468,148682,81.00,88.40,19.97,25.70,42.668856,-83.219127,52.00,169.64,7.23,0.0020,0.4620,0.9830,-0.1730,-0.0290,0.2310
801,1776426702469,148683,,,,,,,,,,,,,,,
802,1776426702669,148883,84.50,89.10,20.19,25.08,42.668855,-83.219132,70.00,190.05,7.45,0.1220,0.3760,1.0030,0.0250,0.1990,0.1880
803,1776426702869,149083,89.10,94.20,20.55,24.33,42.668853,-83.219137,145.00,204.83,7.88,0.2400,0.2880,1.0240,0.0560,0.1600,0.1440
804,1776426703069,149283,97.70,100.10,20.95,23.58,42.668851,-83.219141,117.00,214.28,8.52,0.3570,0.1990,0.9840,-0.1100,-0.0840,0.1000
805,1776426703269,149483,109.00,109.90,21.15,22.84,42.668848,-83.219146,129.00,219.01,9.37,0.4690,0.1100,1.0360,-0.1290,0.0630,0.0550
806,1776426703469,149683,121.80,120.90,21.25,22.12,42.668845,-83.219152,104.00,219.78,10.41,0.5770,0.0200,1.0410,-0.0420,-0.0560,0.0100
807,1776426703669,149883,135.00,134.60,21.30,21.51,42.668841,-83.219158,99.00,217.33,11.63,0.6790,-0.0700,0.9980,0.0130,0.1460,-0.0350
808,1776426703869,150083,152.60,150.00,21.66,20.70,42.668838,-83.219165,57.00,212.36,13.02,0.7750,-0.1600,1.0460,-0.1670,0.1350,-0.0800
809,1776426704069,150283,172.00,167.10,21.76,20.02,42.668835,-83.219174,140.00,205.44,14.58,0.8620,-0.2490,0.9560,-0.1980,-0.0310,-0.1250
810,1776426704269,150483,191.90,186.20,22.16,19.25,42.668832,-83.219185,116.00,197.04,16.27,0.9410,-0.3370,0.9830,0.1770,0.1650,-0.1690
811,1776426704270,150484,,,,,,,,,,,,,,,
812,1776426704470,150684,213.80,207.20,22.29,18.60,42.668831,-83.219197,133.00,187.55,18.09,1.0110,-0.4240,1.0410,0.1740,-0.0840,-0.2120
813,1776426704670,150884,237.20,229.30,22.36,17.95,42.668832,-83.219211,85.00,177.24,20.02,1.0700,-0.5100,1.0460,0.0420,-0.0890,-0.2550
814,1776426704870,151084,261.40,250.80,22.93,17.89,42.668834,-83.219225,87.00,166.33,22.03,1.1190,-0.5940,0.9600,-0.0550,-0.0130,-0.2970
815,1776426705070,151284,286.70,275.90,22.82,16.59,42.668839,-83.219240,105.00,155.00,24.11,1.1570,-0.6750,0.9560,0.0540,-0.0070,-0.3380
816,1776426705270,151484,312.00,299.60,22.90,15.97,42.668847,-83.219254,72.00,143.37,26.24,1.1830,-0.7540,1.0160,-0.0890,-0.1590,-0.3770
817,1776426705470,151684,336.20,324.30,23.05,15.29,42.668858,-83.219267,74.00,131.53,28.40,1.1970,-0.8310,0.9540,-0.1950,0.1320,-0.4150
818,1776426705671,151885,363.00,347.60,22.97,14.86,42.668871,-83.219277,100.00,119.56,30.56,1.1990,-0.9040,1.0060,0.1160,0.0700,-0.4520
819,1776426705871,152085,389.20,371.60,23.30,14.27,42.668886,-83.219284,96.00,107.50,32.70,1.1900,-0.9740,1.0040,0.0380,0.1840,-0.4870
820,1776426706071,152285,413.10,396.40,23.26,13.72,42.668904,-83.219286,111.00,95.40,34.80,1.1680,-1.0410,1.0140,0.0150,-0.0580,-0.5200
821,1776426706271,152485,436.60,420.00,23.33,13.25,42.668922,-83.219283,105.00,83.27,36.84,1.1350,-1.1040,0.9620,0.1960,-0.0730,-0.5520
822,1776426706471,152685,459.80,442.20,23.35,12.68,42.668940,-83.219275,68.00,71.15,38.81,1.0900,-1.1630,1.0500,-0.1610,-0.1620,-0.5810
823,1776426706671,152885,482.30,464.00,23.47,12.23,42.668958,-83.219261,122.00,59.03,40.67,1.0350,-1.2170,0.9630,-0.0060,-0.1120,-0.6090
824,1776426706871,153085,504.50,483.20,23.16,11.82,42.668973,-83.219241,139.00,46.94,42.41,0.9690,-1.2680,0.9780,0.1280,-0.0080,-0.6340
825,1776426706872,153086,,,,,,,,,,,,,,,
826,1776426707071,153285,522.70,501.00,23.43,11.41,42.668986,-83.219216,54.00,34.86,44.02,0.8930,-1.3140,0.9570,0.0180,-0.0200,-0.6570
827,1776426707072,153286,,,,,,,,,,,,,,,
828,1776426707271,153485,540.00,519.20,23.40,11.23,42.668995,-83.219188,87.00,22.81,45.48,0.8090,-1.3550,0.9570,-0.0240,-0.0180,-0.6770
829,1776426707272,153486,,,,,,,,,,,,,,,
830,1776426707472,153686,554.40,532.80,22.97,10.79,42.668999,-83.219157,83.00,10.77,46.77,0.7160,-1.3910,1.0300,-0.0430,-0.0970,-0.6950
831,1776426707672,153886,569.10,546.00,22.83,10.55,42.668999,-83.219124,127.00,358.75,47.88,0.6170,-1.4220,1.0450,0.1960,-0.1020,-0.7110
832,1776426707872,154086,580.20,556.70,22.77,10.43,42.668993,-83.219092,118.00,346.74,48.80,0.5110,-1.4480,0.9890,0.1780,-0.1250,-0.7240
833,1776426708072,154286,586.80,563.30,22.71,10.27,42.668982,-83.219062,124.00,334.74,49.52,0.4000,-1.4690,1.0220,-0.1740,0.1980,-0.7340
834,1776426708272,154486,593.90,569.50,22.33,10.20,42.668967,-83.219035,92.00,322.73,50.03,0.2850,-1.4840,1.0120,-0.0880,0.0880,-0.7420
835,1776426708472,154686,597.00,573.70,22.33,9.99,42.668948,-83.219012,67.00,310.71,50.33,0.1670,-1.4950,1.0350,-0.1900,0.0160,-0.7470
836,1776426708672,154886,598.10,573.70,21.90,10.07,42.668926,-83.218996,99.00,298.67,50.42,0.0480,-1.5000,1.0180,0.1450,0.0410,-0.7500
837,1776426708872,155086,596.40,573.50,23.17,11.49,42.668902,-83.218986,55.00,286.61,50.29,-0.0720,-1.4990,1.0470,0.0050,0.1970,-0.7500
838,1776426709073,155287,593.80,568.20,22.41,10.03,42.668877,-83.218983,136.00,274.51,49.94,-0.1910,-1.4930,0.9520,-0.0160,-0.1520,-0.7470
839,1776426709273,155487,585.80,562.60,22.64,10.15,42.668853,-83.218988,75.00,262.37,49.39,-0.3090,-1.4820,0.9620,0.1230,-0.1450,-0.7410
840,1776426709473,155687,576.90,553.60,22.84,10.37,42.668830,-83.218999,57.00,250.18,48.63,-0.4230,-1.4650,0.9960,0.1710,-0.0620,-0.7330
841,1776426709673,155887,565.50,543.40,22.73,10.54,42.668810,-83.219016,65.00,237.92,47.67,-0.5330,-1.4430,0.9900,0.1380,0.0210,-0.7220
842,1776426709873,156087,553.10,528.90,22.95,10.72,42.668793,-83.219038,66.00,225.60,46.52,-0.6380,-1.4160,0.9980,-0.0620,-0.0900,-0.7080
843,1776426710073,156287,537.80,515.60,23.21,10.98,42.668781,-83.219064,118.00,213.21,45.19,-0.7360,-1.3840,1.0230,0.1900,-0.1580,-0.6920
844,1776426710273,156487,518.40,498.00,23.17,11.27,42.668773,-83.219092,66.00,200.74,43.71,-0.8270,-1.3470,1.0130,-0.0110,0.0800,-0.6730
845,1776426710473,156687,500.10,479.80,23.03,11.53,42.668770,-83.219120,118.00,188.19,42.07,-0.9100,-1.3050,0.9610,0.0200,0.0420,-0.6520
846,1776426710673,156887,478.20,459.50,23.08,11.99,42.668772,-83.219147,131.00,175.56,40.30,-0.9830,-1.2580,1.0020,0.0790,-0.1770,-0.6290
847,1776426710874,157088,,,23.29,12.29,,,,,,,,,,,
848,1776426710875,157089,457.30,436.60,23.87,13.53,42.668777,-83.219172,107.00,162.85,38.41,-1.0470,-1.2070,0.9600,-0.0470,0.1020,-0.6030
849,1776426711075,157289,433.90,414.20,23.24,12.89,42.668786,-83.219194,85.00,150.06,36.43,-1.1000,-1.1510,0.9620,-0.0630,-0.1170,-0.5760
850,1776426711275,157489,408.60,390.70,23.31,13.32,42.668798,-83.219211,74.00,137.22,34.38,-1.1430,-1.0910,1.0350,0.0090,-0.1580,-0.5460
851,1776426711475,157689,383.70,366.90,23.13,13.76,42.668811,-83.219223,62.00,124.33,32.26,-1.1730,-1.0280,0.9730,-0.0330,-0.0030,-0.5140
852,1776426711675,157889,358.80,341.90,22.91,14.36,42.668825,-83.219231,146.00,111.43,30.12,-1.1930,-0.9600,0.9620,-0.0520,-0.0900,-0.4800
853,1776426711875,158089,333.00,317.40,23.20,14.92,42.668839,-83.219233,77.00,98.55,27.96,-1.2000,-0.8890,0.9920,-0.1410,-0.0160,-0.4450
854,1776426712075,158289,306.60,293.10,22.79,15.39,42.668852,-83.219232,68.00,85.77,25.81,-1.1950,-0.8150,1.0440,0.1600,-0.1970,-0.4080
855,1776426712275,158489,281.70,269.50,22.67,16.11,42.668863,-83.219228,142.00,73.15,23.69,-1.1790,-0.7380,0.9740,-0.0470,0.0620,-0.3690
856,1776426712475,158689,256.60,246.10,22.53,16.82,42.668873,-83.219220,93.00,60.82,21.62,-1.1500,-0.6590,0.9830,-0.1480,-0.0730,-0.3290
857,1776426712476,158690,,,,,,,,,,,,,,,
858,1776426712675,158889,,,22.63,17.49,,,,,,,,,,,
859,1776426712676,158890,232.30,222.70,23.05,17.93,42.668880,-83.219212,57.00,48.92,19.62,-1.1100,-0.5770,1.0280,-0.1390,-0.0190,-0.2880
860,1776426712876,159090,210.20,202.50,22.92,18.58,42.668886,-83.219202,129.00,37.66,17.71,-1.0590,-0.4930,0.9760,-0.0740,0.1290,-0.2460
861,1776426713076,159290,188.20,181.10,22.17,18.70,42.668889,-83.219192,99.00,27.31,15.91,-0.9980,-0.4070,1.0400,-0.0250,-0.0620,-0.2030
862,1776426713276,159490,168.00,163.50,22.15,19.38,42.668891,-83.219183,65.00,18.24,14.25,-0.9260,-0.3200,0.9890,0.0330,0.1220,-0.1600
863,1776426713476,159690,149.20,146.30,21.81,20.23,42.668893,-83.219175,108.00,10.89,12.73,-0.8450,-0.2310,1.0440,0.1210,-0.1340,-0.1160
864,1776426713477,159691,,,,,,,,,,,,,,,
865,1776426713677,159891,134.30,130.20,21.45,20.80,42.668893,-83.219167,68.00,5.84,11.37,-0.7560,-0.1420,0.9860,0.0540,0.0140,-0.0710
866,1776426713877,160091,119.10,119.00,21.54,21.53,42.668894,-83.219160,73.00,3.77,10.18,-0.6590,-0.0520,0.9610,-0.0770,-0.1620,-0.0260
867,1776426714077,160291,105.70,106.30,21.21,22.37,42.668894,-83.219154,136.00,5.44,9.18,-0.5560,0.0380,0.9740,-0.1250,-0.0160,0.0190
868,1776426714277,160491,96.90,98.30,20.87,23.08,42.668895,-83.219148,90.00,11.62,8.38,-0.4470,0.1280,1.0430,0.1450,0.0420,0.0640
869,1776426714477,160691,89.10,91.50,20.91,23.67,42.668896,-83.219144,132.00,22.92,7.78,-0.3330,0.2170,1.0270,0.0830,-0.0310,0.1090
870,1776426714677,160891,83.60,88.50,20.63,24.49,42.668899,-83.219140,113.00,39.68,7.39,-0.2160,0.3060,0.9950,0.1340,0.1240,0.1530
871,1776426714877,161091,,,20.11,25.23,,,,,,,,,,,
872,1776426714878,161092,81.40,86.30,21.14,24.70,42.668902,-83.219137,59.00,61.75,7.21,-0.0980,0.3930,0.9680,-0.0180,0.1780,0.1970
873,1776426715078,161292,81.40,87.80,20.17,25.78,42.668905,-83.219137,143.00,88.51,7.25,0.0220,0.4790,0.9730,-0.1140,0.1670,0.2400
874,1776426715278,161492,82.40,91.30,20.35,26.58,42.668909,-83.219140,143.00,118.91,7.51,0.1420,0.5640,1.0300,0.0710,-0.1840,0.2820
875,1776426715478,161692,87.10,97.30,20.51,27.23,42.668911,-83.219144,98.00,151.69,7.97,0.2600,0.6460,0.9550,0.0610,0.1860,0.3230
